Transaction_ID,Customer_ID,Customer_Age,Customer_Gender,Account_Balance,Account_Age_Months,Transaction_Amount,Average_Transaction_Amount,Transaction_Date,Transaction_Time,Time_Period,Location,Payment_Method,Device_Type,Merchant_Category,Transaction_Status,Daily_Transaction_Count,Weekly_Transaction_Count,Distance_From_Home_KM,Login_Attempts,Failed_Transactions_Last_24H,New_Device,International_Transaction,Card_Present,IP_Risk_Score,Risk_Level
TXN000423,CUST5158,39,Female,351799.03,46,15900.53,45981.01,12-02-2023,10:38,Morning,Coimbatore,Debit Card,POS,Fuel,Success,2,85,205,4,4,No,No,Yes,61,Medium
TXN000424,CUST4600,40,Male,235223.63,18,18554.67,45015.52,05-09-2024,13:40,Afternoon,Hyderabad,Net Banking,Web,Electronics,Success,6,41,257,3,0,Yes,No,No,43,Low
TXN000425,CUST6624,44,Female,458966.54,41,10075.23,48659.67,16-10-2025,11:18,Morning,Coimbatore,Debit Card,ATM,Travel,Failed,13,35,291,4,3,No,No,Yes,9,Low
TXN000426,CUST8199,45,Female,350770,174,821.05,20726.54,06-05-2023,12:48,Afternoon,Delhi,UPI,Web,Grocery,Success,19,93,62,2,2,Yes,Yes,No,2,Low
TXN000427,CUST1103,26,Male,456179.63,89,93636.71,28740.35,08-09-2025,10:47,Morning,Mumbai,Debit Card,Mobile,Healthcare,Success,3,36,233,1,4,Yes,Yes,No,57,High
TXN000428,CUST2490,59,Female,312193.19,121,60517.22,37398.21,12-04-2024,03:58,Morning,Pune,Net Banking,POS,Food,Success,13,98,295,4,3,No,No,No,18,Medium
TXN000429,CUST7128,55,Other,71328.66,91,89951.71,29555.85,01-10-2024,06:24,Morning,Chennai,Debit Card,POS,Electronics,Success,14,47,12,6,2,Yes,Yes,Yes,94,High
TXN000430,CUST4706,27,Female,226728.13,137,36231.03,36022.44,20-01-2025,21:59,Night,Hyderabad,Wallet,Mobile,Entertainment,Success,13,85,260,2,5,Yes,Yes,Yes,30,Medium
TXN000431,CUST3362,29,Male,450792.56,162,74244.03,15657.18,12-04-2025,02:54,Morning,Kolkata,Debit Card,POS,Food,Success,18,36,72,3,2,Yes,No,Yes,33,Medium
TXN000432,CUST3362,47,Other,233958.36,19,3637.53,10277.6,24-12-2025,07:47,Morning,Hyderabad,Debit Card,Web,Shopping,Success,11,89,5,1,4,No,No,No,69,Low
TXN000433,CUST8972,44,Male,45375.19,69,42430.72,48610.24,08-01-2024,13:04,Afternoon,Coimbatore,Wallet,ATM,Food,Success,8,75,161,4,0,No,No,No,92,Medium
TXN000434,CUST8807,54,Other,211516.93,152,82031.6,23132.79,08-12-2023,18:34,Evening,Kolkata,UPI,Web,Food,Success,19,15,168,3,3,Yes,No,Yes,35,Medium
TXN000435,CUST9545,63,Female,90327.06,46,17451.89,19598,07-03-2024,18:52,Evening,Pune,Wallet,Mobile,Food,Success,19,86,86,6,1,Yes,No,No,70,Medium
TXN000436,CUST7288,69,Other,5429.65,152,51687.29,11368.87,13-12-2024,00:28,Morning,Delhi,UPI,ATM,Entertainment,Success,13,21,255,4,3,No,No,Yes,83,High
TXN000437,CUST9363,55,Other,212894.95,105,38603.39,13476.87,02-06-2025,08:48,Morning,Kolkata,Debit Card,Web,Travel,Success,3,78,139,2,4,No,Yes,Yes,50,Medium
TXN000438,CUST4596,27,Female,250670.77,39,10192.38,1981.5,19-12-2023,17:02,Evening,Bangalore,Debit Card,Web,Food,Success,18,23,88,5,2,Yes,No,Yes,74,Medium
TXN000439,CUST5751,57,Male,279071.21,51,84244.43,3404.2,10-12-2024,21:46,Night,Delhi,Debit Card,POS,Food,Failed,5,83,205,3,2,Yes,Yes,Yes,47,Medium
TXN000440,CUST3326,21,Other,150131.76,135,13263.51,800.85,05-09-2025,20:20,Evening,Ahmedabad,UPI,Web,Fuel,Success,16,64,155,3,4,No,Yes,No,1,Low
TXN000441,CUST9688,44,Male,202886.72,109,22766.73,46118.96,04-02-2025,02:45,Morning,Delhi,UPI,Web,Shopping,Success,4,70,251,2,3,No,No,Yes,63,Medium
TXN000442,CUST3900,30,Male,450505.59,133,99818.89,38115.1,19-06-2023,04:42,Morning,Hyderabad,Credit Card,ATM,Shopping,Success,16,26,93,4,5,Yes,No,Yes,58,High
TXN000443,CUST2760,21,Female,366293.19,122,83555.51,24514.99,12-06-2023,11:19,Morning,Ahmedabad,UPI,ATM,Grocery,Failed,16,33,133,4,0,Yes,No,Yes,56,Medium
TXN000444,CUST3330,28,Male,299207.74,106,15235.96,7617.56,05-08-2025,04:11,Morning,Jaipur,Net Banking,Web,Healthcare,Success,3,47,299,3,3,No,Yes,Yes,24,Low
TXN000445,CUST6323,18,Male,333620.69,131,60471.61,14481.16,03-06-2025,15:07,Afternoon,Coimbatore,Credit Card,Mobile,Healthcare,Success,9,14,25,1,4,No,Yes,No,88,High
TXN000446,CUST6826,54,Other,212471.35,165,9113.64,14637.95,19-12-2023,00:19,Morning,Ahmedabad,Debit Card,Mobile,Electronics,Success,8,60,5,5,5,Yes,Yes,No,5,Medium
TXN000447,CUST3093,20,Male,40588.08,47,36813.28,43136.54,16-11-2023,12:34,Afternoon,Delhi,Credit Card,Web,Travel,Failed,8,5,231,4,0,No,Yes,Yes,3,Medium
TXN000448,CUST1237,62,Female,481201.85,180,78415.13,13337.9,10-06-2024,11:25,Morning,Bangalore,Debit Card,ATM,Fuel,Success,9,47,87,5,3,Yes,No,No,95,High
TXN000449,CUST3998,59,Male,419817.3,48,9827.04,13566.52,28-04-2023,22:42,Night,Chennai,Credit Card,Mobile,Electronics,Success,10,94,123,6,1,No,Yes,No,65,Medium
TXN000450,CUST3324,42,Other,392041.62,23,41512.99,8523.24,10-07-2024,20:16,Evening,Ahmedabad,UPI,POS,Healthcare,Success,4,77,238,1,1,No,Yes,Yes,65,Medium
TXN000451,CUST2268,61,Other,326436.44,47,35683.58,39313.39,02-02-2025,22:54,Night,Hyderabad,Net Banking,POS,Fuel,Success,8,56,19,6,1,Yes,No,No,55,Medium
TXN000452,CUST6389,18,Male,411427.16,4,87245.8,47548.19,01-05-2025,05:44,Morning,Pune,Wallet,Web,Fuel,Success,5,43,295,4,1,Yes,Yes,No,28,Medium
TXN000453,CUST5913,47,Female,379604.89,156,86043.6,11082.36,09-11-2024,19:42,Evening,Ahmedabad,Credit Card,Mobile,Shopping,Success,8,64,299,6,0,No,No,Yes,64,Medium
TXN000454,CUST3269,42,Other,315176.44,176,95659.75,24087.56,12-02-2024,07:50,Morning,Kolkata,Wallet,Web,Fuel,Success,17,46,139,6,3,No,No,Yes,91,High
TXN000455,CUST9850,26,Female,327135.54,70,40778.97,44420.42,06-04-2025,04:26,Morning,Mumbai,Debit Card,POS,Entertainment,Success,12,51,288,4,2,No,No,No,71,Medium
TXN000456,CUST8756,21,Female,78805.19,121,20097.67,768.84,02-02-2024,03:45,Morning,Mumbai,Credit Card,Mobile,Shopping,Success,17,21,63,3,5,No,No,No,68,Medium
TXN000457,CUST7124,67,Female,483744.2,144,27125.91,14199.76,26-05-2024,03:07,Morning,Delhi,Net Banking,Web,Travel,Success,16,12,248,2,4,No,No,Yes,45,Low
TXN000458,CUST3575,56,Female,298973.02,103,59729.68,1496.73,13-08-2023,20:14,Evening,Delhi,Wallet,Web,Shopping,Success,5,74,229,1,5,Yes,Yes,Yes,99,High
TXN000459,CUST2554,58,Other,255365.33,61,90750.41,3893.89,23-05-2023,10:22,Morning,Kolkata,UPI,POS,Shopping,Success,13,66,239,1,5,Yes,No,Yes,63,Medium
TXN000460,CUST2057,57,Female,48840.16,177,31609.82,10827.61,01-09-2025,17:23,Evening,Hyderabad,Net Banking,Web,Healthcare,Success,3,97,243,4,0,Yes,No,Yes,86,Medium
TXN000461,CUST7182,18,Female,383085.27,163,29735.32,19149.51,04-12-2023,16:04,Afternoon,Coimbatore,Net Banking,Web,Electronics,Success,11,64,15,3,5,No,No,No,17,Low
TXN000462,CUST3468,55,Other,386434.14,6,38777.58,40387.94,29-11-2024,13:58,Afternoon,Chennai,Debit Card,POS,Fuel,Success,9,24,70,3,0,Yes,Yes,Yes,34,Medium
TXN000463,CUST6866,38,Other,300549.23,140,46553.2,10858.1,06-02-2023,00:38,Morning,Chennai,Wallet,Web,Entertainment,Success,15,75,85,6,0,Yes,No,Yes,30,Medium
TXN000464,CUST3170,28,Female,318383.27,161,85855.29,23467.22,15-02-2026,18:51,Evening,Mumbai,Credit Card,ATM,Travel,Success,10,99,166,3,0,No,Yes,Yes,38,Medium
TXN000465,CUST4251,53,Female,337640.14,180,32114.1,23641.25,14-11-2024,22:59,Night,Bangalore,Wallet,POS,Shopping,Success,17,94,256,1,4,Yes,Yes,Yes,59,High
TXN000466,CUST3452,54,Female,315604.8,129,45992.13,15900.97,07-03-2023,17:34,Evening,Mumbai,Credit Card,Web,Healthcare,Success,9,74,153,1,0,Yes,Yes,Yes,13,Medium
TXN000467,CUST1491,69,Female,100553.18,63,72904.83,34170.12,17-02-2025,03:25,Morning,Jaipur,Credit Card,ATM,Electronics,Failed,5,90,30,5,4,No,No,No,89,High
TXN000468,CUST7200,43,Male,215969.27,89,77193.4,29129.12,30-07-2023,23:49,Night,Ahmedabad,Wallet,Web,Healthcare,Success,13,2,117,6,2,Yes,No,No,3,Medium
TXN000469,CUST7845,19,Male,229669.23,121,85423.89,21258.24,09-02-2023,01:29,Morning,Delhi,Net Banking,Web,Shopping,Success,8,95,97,5,2,Yes,Yes,Yes,89,High
TXN000470,CUST2917,45,Female,72694.05,58,80529.11,19404.25,17-10-2025,08:33,Morning,Ahmedabad,Credit Card,ATM,Food,Success,5,83,119,3,4,No,Yes,No,90,High
TXN000471,CUST5211,41,Male,202905.04,119,31516,35176,06-04-2024,09:23,Morning,Kolkata,Debit Card,Web,Travel,Success,6,10,134,3,0,Yes,Yes,No,17,Medium
TXN000472,CUST8720,30,Female,42649.16,50,79572.19,35025.65,20-02-2024,07:52,Morning,Delhi,Debit Card,ATM,Entertainment,Success,19,98,13,3,5,Yes,No,Yes,45,Medium
TXN000473,CUST6318,27,Other,55290.44,17,69099.56,31286.68,19-08-2024,14:22,Afternoon,Pune,Net Banking,Web,Healthcare,Success,7,47,296,4,2,No,Yes,Yes,58,Medium
TXN000474,CUST7105,25,Male,405479.85,18,74509.04,40897.15,02-04-2023,06:58,Morning,Coimbatore,Debit Card,ATM,Fuel,Success,16,76,268,3,1,No,No,No,79,Medium
TXN000475,CUST1252,60,Female,495618.35,36,981.93,23383.65,02-12-2023,12:24,Afternoon,Jaipur,Credit Card,Mobile,Fuel,Success,7,63,282,5,2,No,No,No,99,Medium
TXN000476,CUST3098,53,Other,252020.32,81,65359.14,9916.96,23-07-2025,01:18,Morning,Delhi,Credit Card,POS,Entertainment,Success,15,78,171,2,5,No,Yes,Yes,72,Medium
TXN000477,CUST4122,42,Female,36907.44,29,37388.06,45215.71,03-05-2025,07:58,Morning,Bangalore,Net Banking,Mobile,Entertainment,Success,9,27,152,1,2,Yes,No,Yes,31,Low
TXN000478,CUST2242,37,Male,110941.59,23,94004.25,19871.91,14-01-2025,03:29,Morning,Coimbatore,UPI,Web,Fuel,Success,12,13,167,5,1,No,Yes,Yes,23,Medium
TXN000479,CUST7188,39,Female,117503.97,70,90971.95,6646.72,25-04-2024,17:41,Evening,Chennai,UPI,POS,Shopping,Success,1,79,68,6,1,Yes,No,No,61,Medium
TXN000480,CUST8670,31,Male,277971.07,115,95121.9,8118.73,02-04-2025,07:35,Morning,Jaipur,Net Banking,Mobile,Healthcare,Success,5,69,247,6,3,Yes,No,Yes,28,Medium
TXN000481,CUST6180,32,Other,365431.46,49,44872.18,2768.39,24-02-2025,13:19,Afternoon,Hyderabad,Wallet,Mobile,Food,Success,7,51,220,5,2,Yes,No,Yes,74,Medium
TXN000482,CUST4884,56,Other,450182.31,162,68381.66,14470.78,09-05-2025,18:36,Evening,Bangalore,Debit Card,ATM,Entertainment,Success,6,12,25,4,4,No,No,Yes,43,Medium
TXN000483,CUST1744,49,Male,234151.21,43,70254.42,7247.43,15-07-2023,18:54,Evening,Hyderabad,Wallet,POS,Food,Success,2,93,90,4,4,Yes,Yes,No,91,High
TXN000484,CUST1931,67,Other,462737.45,153,92593.52,19160.87,07-02-2025,20:20,Evening,Hyderabad,UPI,Mobile,Entertainment,Success,12,34,271,2,0,No,No,No,11,Low
TXN000485,CUST8312,51,Female,274097.55,179,20905.04,11754.1,17-05-2025,00:52,Morning,Hyderabad,Wallet,Mobile,Healthcare,Success,7,4,38,2,0,Yes,No,No,4,Low
TXN000486,CUST2867,46,Male,484294.64,50,22633.42,49321.8,25-01-2023,04:33,Morning,Delhi,Debit Card,Web,Healthcare,Success,12,100,172,1,0,No,Yes,Yes,29,Low
TXN000487,CUST9366,37,Other,453390.92,110,13494.35,11216.65,18-04-2023,19:59,Evening,Chennai,Wallet,Mobile,Shopping,Success,13,60,172,5,1,No,No,Yes,61,Low
TXN000488,CUST7806,54,Male,89488.18,81,74691.89,4960.4,06-12-2025,14:05,Afternoon,Chennai,Net Banking,ATM,Travel,Success,10,78,288,6,5,No,No,Yes,67,Medium
TXN000489,CUST5876,55,Male,123067.2,50,33527.7,33661.22,15-09-2025,23:03,Night,Hyderabad,UPI,ATM,Shopping,Success,12,31,253,2,0,No,No,No,25,Low
TXN000490,CUST4790,45,Female,186548.19,8,97491.53,29107.62,01-01-2024,05:21,Morning,Bangalore,Credit Card,Web,Entertainment,Success,3,71,192,2,1,No,No,Yes,36,Low
TXN000491,CUST3533,43,Female,49911.16,116,53066.08,36946.6,31-08-2023,17:51,Evening,Pune,Debit Card,POS,Food,Success,16,41,194,1,3,Yes,Yes,Yes,50,High
TXN000492,CUST7575,34,Male,488639.63,174,69630.9,31338.45,18-02-2025,15:25,Afternoon,Ahmedabad,Debit Card,Mobile,Food,Success,6,19,108,3,2,No,No,No,19,Low
TXN000493,CUST9231,26,Male,234574.53,54,11387.67,37756.58,20-01-2023,22:21,Night,Jaipur,Net Banking,Web,Food,Success,5,95,160,1,5,No,No,Yes,26,Low
TXN000494,CUST4792,32,Male,282527.47,89,9462.23,30935.96,30-10-2023,05:49,Morning,Chennai,Net Banking,Web,Shopping,Success,14,40,229,2,4,Yes,No,Yes,27,Low
TXN000495,CUST7053,67,Male,421149.03,117,72063.82,47563.83,22-04-2024,20:06,Evening,Mumbai,UPI,ATM,Food,Success,17,50,32,3,5,Yes,No,Yes,22,Medium
TXN000496,CUST3608,67,Other,324258.05,130,88190.44,45964.5,11-07-2023,03:29,Morning,Bangalore,UPI,Mobile,Grocery,Success,3,81,124,6,4,Yes,No,Yes,50,High
TXN000497,CUST8781,69,Male,380362.2,172,81561.7,35579.02,14-11-2024,16:24,Afternoon,Mumbai,Wallet,ATM,Food,Success,10,92,112,5,5,No,No,No,54,Medium
TXN000498,CUST7872,66,Female,474135.13,44,42458,10558.07,03-07-2025,14:58,Afternoon,Coimbatore,UPI,POS,Shopping,Success,17,10,92,3,4,Yes,Yes,No,27,Medium
TXN000499,CUST7735,61,Female,212699.07,159,8328.41,30094.32,27-03-2024,21:03,Night,Bangalore,Debit Card,POS,Entertainment,Success,19,49,102,3,3,Yes,Yes,Yes,42,Medium
TXN000500,CUST4144,19,Female,141788.44,129,25302.12,6423.78,11-12-2025,18:02,Evening,Ahmedabad,Credit Card,ATM,Electronics,Success,11,48,215,2,3,Yes,Yes,Yes,23,Medium
TXN000501,CUST7639,57,Other,62732.75,84,62272.33,3744.76,16-04-2025,01:37,Morning,Mumbai,Debit Card,Mobile,Shopping,Success,4,66,120,6,0,No,No,Yes,28,Medium
TXN000502,CUST9240,52,Other,378053.14,91,7820.7,11846.35,18-04-2024,16:29,Afternoon,Ahmedabad,Debit Card,Web,Grocery,Success,8,17,218,2,1,No,No,No,8,Low
TXN000503,CUST4304,58,Other,300021.9,127,74572.15,42206.42,10-02-2025,02:59,Morning,Jaipur,Credit Card,Mobile,Healthcare,Success,1,92,127,3,0,No,Yes,Yes,47,Medium
TXN000504,CUST9731,27,Other,44477.85,8,84259.38,26879.21,04-03-2023,10:15,Morning,Ahmedabad,Credit Card,Mobile,Healthcare,Success,17,9,294,4,5,No,Yes,No,5,Medium
TXN000505,CUST7749,49,Female,103199.26,84,68306.23,33536.37,21-07-2024,05:07,Morning,Jaipur,UPI,Web,Entertainment,Success,2,49,276,1,0,No,No,Yes,68,Medium
TXN000506,CUST4888,32,Other,247995.03,169,93497.57,26876.11,28-08-2024,16:35,Afternoon,Coimbatore,Debit Card,ATM,Food,Success,18,69,46,5,2,Yes,Yes,No,47,Medium
TXN000507,CUST5151,29,Other,318179.68,88,52349.7,16163.54,29-05-2024,11:00,Morning,Chennai,Wallet,ATM,Electronics,Success,19,48,117,6,3,Yes,No,Yes,98,High
TXN000508,CUST3146,70,Other,380152.35,124,65091.58,1621.25,07-03-2026,17:49,Evening,Chennai,Wallet,POS,Entertainment,Success,4,16,168,3,4,No,Yes,Yes,66,Medium
TXN000509,CUST2293,47,Female,43675.85,180,33800.03,39156.37,08-03-2023,00:09,Morning,Jaipur,UPI,POS,Travel,Success,17,47,84,1,0,No,Yes,Yes,6,Low
TXN000510,CUST9310,64,Other,202350.98,86,44855.16,42122.65,06-07-2025,13:53,Afternoon,Kolkata,Net Banking,POS,Fuel,Success,14,78,15,2,0,No,Yes,No,32,Low
TXN000511,CUST2656,55,Female,84578.51,37,55568.14,30459.28,01-07-2023,01:23,Morning,Bangalore,Net Banking,Mobile,Grocery,Success,17,83,22,5,1,Yes,Yes,No,58,High
TXN000512,CUST9142,40,Female,62143.26,156,93211.68,47343.41,19-09-2023,00:11,Morning,Ahmedabad,Debit Card,Mobile,Healthcare,Success,14,67,229,3,5,Yes,No,No,66,Medium
TXN000513,CUST2697,67,Other,361399.03,41,67882.31,36025.27,21-12-2023,00:34,Morning,Pune,Net Banking,Mobile,Grocery,Success,14,54,51,3,1,Yes,No,No,47,Medium
TXN000514,CUST3860,57,Female,457283.19,60,27016.05,35048.47,06-08-2025,04:19,Morning,Hyderabad,Debit Card,Web,Entertainment,Success,8,18,280,3,3,No,No,No,49,Low
TXN000515,CUST6314,66,Male,382163.38,74,67862.55,31696.34,06-10-2023,09:36,Morning,Jaipur,Wallet,POS,Shopping,Success,3,23,123,3,4,Yes,Yes,No,96,High
TXN000516,CUST4076,27,Other,37715,68,49218.48,8409.49,02-01-2026,03:05,Morning,Jaipur,Net Banking,POS,Food,Success,18,7,292,5,5,No,No,No,44,Medium
TXN000517,CUST2220,19,Other,423286,142,43231.89,616.26,11-10-2025,10:45,Morning,Chennai,Net Banking,POS,Fuel,Success,13,25,23,6,3,Yes,Yes,No,98,High
TXN000518,CUST7092,54,Female,209916.07,94,642.17,6086.82,20-06-2025,19:04,Evening,Bangalore,UPI,Web,Healthcare,Success,2,94,226,4,0,No,Yes,No,8,Low
TXN000519,CUST8831,37,Other,245008.32,9,41908.19,18453.43,06-07-2025,22:48,Night,Coimbatore,Wallet,POS,Shopping,Failed,3,74,94,2,0,No,Yes,No,66,Medium
TXN000520,CUST5307,46,Other,428082.52,174,52343.25,25711.43,12-07-2024,18:31,Evening,Delhi,Wallet,ATM,Entertainment,Success,4,76,163,1,1,No,No,Yes,8,Low
TXN000521,CUST3624,43,Other,31714.26,58,8847.95,47330.42,20-07-2024,01:31,Morning,Ahmedabad,Wallet,ATM,Shopping,Success,19,27,147,5,2,No,No,No,27,Low
TXN000522,CUST8198,50,Female,20971.98,91,72814.05,30803.34,28-06-2023,09:02,Morning,Hyderabad,UPI,ATM,Grocery,Success,13,69,214,6,2,Yes,Yes,No,37,Medium
TXN000523,CUST4201,34,Male,452217.45,103,16750.67,14267.56,12-12-2025,17:00,Evening,Mumbai,Wallet,ATM,Fuel,Success,16,92,267,4,4,Yes,Yes,No,68,Medium
TXN000524,CUST9933,51,Other,160513.84,178,79870.5,32131.62,19-03-2024,02:29,Morning,Jaipur,UPI,POS,Healthcare,Success,7,27,205,6,1,Yes,No,Yes,78,High
TXN000525,CUST2177,66,Other,262920.29,153,66485.44,28763.08,09-12-2025,13:29,Afternoon,Mumbai,Debit Card,Web,Electronics,Success,14,40,55,1,5,No,Yes,Yes,3,Medium
TXN000526,CUST9945,49,Other,44274.73,152,32683.74,17728.94,20-04-2023,12:59,Afternoon,Chennai,UPI,Mobile,Grocery,Success,15,30,18,6,4,Yes,Yes,Yes,38,Medium
TXN000527,CUST1948,33,Other,487652.89,35,23271.69,36812.72,17-01-2025,20:19,Evening,Ahmedabad,Net Banking,POS,Travel,Success,4,99,234,3,1,No,Yes,Yes,14,Low
TXN000528,CUST1442,67,Other,304775.44,149,55702.97,23672.89,18-12-2023,19:45,Evening,Ahmedabad,Net Banking,Web,Fuel,Success,11,37,149,5,4,Yes,Yes,Yes,31,High
TXN000529,CUST1594,64,Other,43678.01,10,70560.59,41300.19,18-05-2025,17:46,Evening,Mumbai,Debit Card,Mobile,Fuel,Success,17,100,285,5,4,No,No,No,34,Medium
TXN000530,CUST2307,41,Female,307473.41,96,20534.89,22086.3,21-06-2025,20:38,Evening,Hyderabad,Debit Card,Mobile,Entertainment,Success,16,61,205,6,5,No,Yes,No,28,Medium
TXN000531,CUST7711,27,Male,191854.65,12,4881.8,40158.49,28-04-2025,17:50,Evening,Hyderabad,Net Banking,POS,Electronics,Failed,8,35,122,3,3,Yes,Yes,Yes,66,Medium
TXN000532,CUST8464,46,Male,142581.65,82,54735.67,910.74,16-03-2023,09:25,Morning,Kolkata,UPI,POS,Shopping,Success,12,73,287,3,5,No,No,Yes,43,Medium
TXN000533,CUST9159,27,Female,265296.45,45,45993.9,31994.91,27-11-2023,02:50,Morning,Ahmedabad,UPI,Web,Healthcare,Success,5,69,229,5,2,No,Yes,Yes,40,Medium
TXN000534,CUST5223,18,Female,18643.37,11,82314.25,23103.41,15-08-2025,07:02,Morning,Mumbai,Wallet,Mobile,Fuel,Success,2,52,132,3,5,No,No,No,28,Medium
TXN000535,CUST4218,46,Other,32290.69,173,12690.34,33592.37,07-12-2024,12:08,Afternoon,Chennai,Debit Card,Mobile,Travel,Success,18,59,58,6,2,Yes,No,No,13,Low
TXN000536,CUST1139,66,Female,368901.81,116,51663.99,48014.07,30-01-2024,16:46,Afternoon,Coimbatore,Credit Card,POS,Food,Success,7,29,244,4,5,Yes,No,No,72,High
TXN000537,CUST2016,55,Other,287747.51,81,4126.98,27635.34,04-02-2023,17:50,Evening,Ahmedabad,Debit Card,Mobile,Shopping,Success,7,18,283,4,5,No,Yes,No,40,Medium
TXN000538,CUST1712,51,Female,417064.5,19,86731.13,29918.09,10-11-2024,18:34,Evening,Hyderabad,Net Banking,Mobile,Food,Success,1,88,227,5,3,Yes,Yes,No,45,High
TXN000539,CUST9753,19,Male,300740.55,116,24205.33,24854.49,23-10-2025,15:40,Afternoon,Coimbatore,Debit Card,Web,Electronics,Success,1,86,285,1,4,No,No,Yes,28,Low
TXN000540,CUST9667,27,Female,267228.96,41,40311.25,33773.8,24-04-2024,15:57,Afternoon,Bangalore,UPI,POS,Shopping,Success,17,65,94,3,5,No,No,Yes,69,Medium
TXN000541,CUST5587,30,Other,460185.97,104,84889.95,49998.01,15-03-2024,06:53,Morning,Kolkata,Credit Card,POS,Healthcare,Success,9,65,102,4,0,No,No,No,21,Medium
TXN000542,CUST5783,48,Other,190965.38,18,40364.99,19565.54,09-03-2023,14:37,Afternoon,Hyderabad,Net Banking,Mobile,Grocery,Success,10,56,256,6,1,No,No,No,17,Low
TXN000543,CUST4492,24,Other,384987.06,56,53276.45,31831.58,02-12-2025,10:15,Morning,Coimbatore,Net Banking,Web,Entertainment,Success,8,92,285,2,5,Yes,Yes,No,69,High
TXN000544,CUST5497,52,Other,230462.1,52,31006.1,39279.93,25-06-2023,01:44,Morning,Chennai,Credit Card,ATM,Entertainment,Success,9,29,37,6,4,No,No,Yes,13,Medium
TXN000545,CUST2646,32,Other,472698.64,136,73206.03,26924.23,20-08-2025,21:55,Night,Jaipur,Debit Card,Mobile,Food,Success,1,69,227,4,1,Yes,No,No,5,Medium
TXN000546,CUST2479,69,Male,175390.25,90,75093.4,19616.3,19-04-2024,15:33,Afternoon,Bangalore,Debit Card,Mobile,Electronics,Success,6,57,108,3,5,Yes,Yes,Yes,96,High
TXN000547,CUST1723,22,Female,162082.33,2,92157.17,25170.32,10-06-2023,13:01,Afternoon,Pune,Debit Card,Mobile,Healthcare,Success,6,43,128,6,0,No,Yes,No,80,High
TXN000548,CUST3031,60,Female,5179.99,35,10705.37,11563.24,03-03-2023,22:40,Night,Ahmedabad,Debit Card,ATM,Entertainment,Success,15,2,273,4,3,No,No,Yes,45,Medium
TXN000549,CUST8456,48,Other,441138.49,133,70913.43,3037.94,29-03-2024,07:38,Morning,Kolkata,Net Banking,POS,Food,Success,14,38,209,6,3,Yes,No,Yes,24,Medium
TXN000550,CUST8250,34,Other,45073.88,67,83283,5704.53,11-10-2024,01:28,Morning,Hyderabad,Wallet,Mobile,Electronics,Success,2,32,258,5,2,No,Yes,No,16,Medium
TXN000551,CUST9393,58,Female,62148.16,159,79227.53,9054.88,04-04-2025,04:06,Morning,Ahmedabad,Credit Card,Web,Entertainment,Success,12,62,72,3,4,Yes,Yes,Yes,64,High
TXN000552,CUST4939,49,Female,262917.26,46,43959.45,16114.92,20-12-2025,14:28,Afternoon,Chennai,UPI,Web,Food,Success,6,100,35,5,5,Yes,Yes,No,49,Medium
TXN000553,CUST2060,68,Female,43679.57,117,34826.42,1741.28,21-06-2023,17:23,Evening,Coimbatore,Wallet,Mobile,Shopping,Success,2,57,119,1,5,Yes,Yes,Yes,53,Medium
TXN000554,CUST9914,40,Male,268277.06,97,1973.92,9995.57,09-12-2024,05:56,Morning,Chennai,Credit Card,POS,Entertainment,Success,1,12,185,1,4,Yes,No,Yes,56,Medium
TXN000555,CUST7947,32,Female,125008.41,100,74752.18,47787.98,31-03-2023,18:14,Evening,Jaipur,Net Banking,POS,Electronics,Success,11,24,127,5,0,Yes,Yes,No,82,High
TXN000556,CUST3101,58,Other,225705.37,55,89611.17,5851.51,16-06-2024,14:21,Afternoon,Chennai,Debit Card,Web,Healthcare,Success,17,80,208,4,4,Yes,No,No,33,Medium
TXN000557,CUST2898,65,Female,74848.6,89,57819.97,16760.35,06-08-2024,15:51,Afternoon,Mumbai,UPI,Web,Grocery,Failed,3,45,146,1,0,No,No,Yes,92,Medium
TXN000558,CUST6718,32,Male,348451.08,18,69237.61,20655.85,11-06-2023,02:35,Morning,Bangalore,Debit Card,ATM,Travel,Success,5,83,281,6,3,Yes,Yes,No,25,High
TXN000559,CUST1066,43,Other,74955.44,111,48356.01,19664.31,27-02-2024,09:33,Morning,Kolkata,UPI,Web,Fuel,Success,17,45,52,4,1,Yes,Yes,Yes,31,Medium
TXN000560,CUST9580,47,Male,344636.06,28,15060.88,24813.46,20-01-2024,00:49,Morning,Chennai,UPI,Web,Fuel,Success,2,92,59,4,2,No,Yes,Yes,48,Low
TXN000561,CUST5481,28,Other,115046.94,65,53162.71,27034.72,13-09-2024,17:24,Evening,Delhi,Debit Card,ATM,Travel,Success,12,21,203,1,5,Yes,Yes,No,44,Medium
TXN000562,CUST7128,60,Male,334124.25,158,89051.14,43315.58,02-01-2024,23:57,Night,Jaipur,Net Banking,ATM,Travel,Success,13,72,79,2,0,Yes,Yes,No,51,High
TXN000563,CUST2381,27,Other,488883.56,164,25562.4,18877.47,29-05-2024,15:28,Afternoon,Mumbai,Debit Card,Web,Grocery,Success,1,73,119,6,2,Yes,No,No,9,Medium
TXN000564,CUST1957,47,Other,419252.37,20,96529.16,49238.97,08-02-2026,05:37,Morning,Jaipur,Wallet,Mobile,Food,Success,16,14,114,2,0,No,Yes,No,40,Medium
